draw date,n1,n2,n3,n4,n5,pb
04/22/2014,2,18,19,49,50,1
04/18/2014,18,25,38,45,63,9
04/15/2014,4,39,46,47,70,13
04/11/2014,3,42,44,47,57,8
04/08/2014,35,36,41,60,71,3
04/04/2014,1,10,15,41,54,9
04/01/2014,10,23,68,74,75,9
03/28/2014,2,3,9,50,73,12
03/25/2014,19,26,51,57,73,15
03/21/2014,2,23,30,35,53,10
03/18/2014,11,19,24,33,51,7
03/14/2014,7,20,40,54,69,12
03/11/2014,9,14,56,57,69,10
03/07/2014,11,13,51,57,69,1
03/04/2014,10,29,31,35,45,10
02/28/2014,3,31,50,58,59,6
02/25/2014,12,18,25,35,66,15
02/21/2014,23,29,32,45,46,15
02/18/2014,23,29,31,37,70,14
02/14/2014,20,28,35,71,72,7
02/11/2014,43,64,67,71,73,4
02/07/2014,11,21,23,35,64,10
02/04/2014,25,44,49,60,73,9
01/31/2014,3,9,13,47,52,8
01/28/2014,7,16,28,53,60,2
01/24/2014,22,45,46,47,65,10
01/21/2014,8,23,33,45,52,4
01/17/2014,1,10,26,31,51,11
01/14/2014,4,23,26,62,69,13
01/10/2014,8,28,36,37,57,8
01/07/2014,13,34,56,62,64,6
01/03/2014,22,24,25,40,70,5
12/31/2013,8,12,34,52,58,8
12/27/2013,4,15,35,48,49,11
12/24/2013,23,34,53,58,73,2
12/20/2013,3,4,31,49,57,6
12/17/2013,8,14,17,20,39,7
12/13/2013,19,24,26,27,70,12
12/10/2013,5,12,22,41,65,13
12/06/2013,11,29,44,63,64,3
12/03/2013,7,12,41,44,59,3
11/29/2013,9,41,43,47,57,5
11/26/2013,27,44,59,74,75,3
11/22/2013,17,23,35,36,44,8
11/19/2013,14,15,29,49,63,2
11/15/2013,25,44,49,54,63,8
11/12/2013,20,30,32,42,71,15
11/08/2013,41,42,51,57,65,7
11/05/2013,2,11,42,64,74,2
11/01/2013,32,35,49,62,67,1
10/29/2013,20,33,50,53,54,7
10/25/2013,6,16,45,54,60,15
10/22/2013,2,3,19,52,71,14
10/15/2013,4,23,30,43,50,11
10/11/2013,3,27,37,45,48,46
10/08/2013,6,15,19,23,40,5
10/04/2013,4,16,24,25,44,5
10/01/2013,7,10,30,37,53,1
09/27/2013,9,23,27,49,51,38
09/24/2013,4,11,32,39,40,33
09/20/2013,1,15,20,21,47,34
09/17/2013,6,15,27,31,39,25
09/13/2013,9,22,28,48,54,8
09/10/2013,2,12,18,54,56,1
09/06/2013,2,16,17,22,41,31
09/03/2013,4,13,14,28,41,28
08/30/2013,6,19,24,43,44,33
08/27/2013,4,7,30,36,38,38
08/23/2013,1,9,17,20,53,14
08/20/2013,13,28,35,38,41,33
08/16/2013,7,13,26,36,46,37
08/13/2013,2,31,32,37,41,40
08/09/2013,11,20,30,34,38,12
08/06/2013,1,11,16,51,55,41
08/02/2013,8,21,23,25,39,4
07/30/2013,25,27,36,42,44,39
07/26/2013,4,22,23,27,38,42
07/23/2013,25,32,35,50,51,46
07/19/2013,16,20,24,39,42,46
07/16/2013,10,14,21,40,53,20
07/12/2013,4,5,25,27,51,10
07/09/2013,3,21,43,45,48,14
07/05/2013,2,23,41,47,54,42
07/02/2013,36,42,51,52,53,40
06/28/2013,8,15,35,46,52,38
06/25/2013,3,5,28,33,51,16
06/21/2013,3,14,17,40,50,3
06/18/2013,6,17,34,40,48,30
06/14/2013,2,5,31,33,34,20
06/11/2013,15,40,45,50,53,28
06/07/2013,1,10,37,48,55,21
06/04/2013,10,11,12,20,55,19
05/31/2013,2,20,26,44,46,26
05/28/2013,4,12,25,32,54,36
05/24/2013,4,5,16,18,53,28
05/21/2013,2,15,17,48,55,11
05/17/2013,11,15,35,43,49,41
05/14/2013,6,10,12,28,32,38
05/10/2013,1,19,20,39,49,28
05/07/2013,1,6,13,20,51,31
05/03/2013,2,20,34,42,54,39
04/30/2013,21,30,34,39,49,43
04/26/2013,17,42,49,54,55,31
04/23/2013,9,21,22,32,50,10
04/19/2013,6,8,12,22,43,28
04/16/2013,2,5,15,18,39,42
04/12/2013,1,10,13,19,21,28
04/09/2013,17,30,41,48,54,13
04/05/2013,8,15,23,36,41,5
04/02/2013,7,10,14,40,47,34
03/29/2013,25,31,36,46,53,21
03/26/2013,20,33,46,49,51,46
03/22/2013,14,27,34,37,41,38
03/19/2013,3,6,14,21,37,35
03/15/2013,4,8,17,22,32,8
03/12/2013,9,12,19,20,30,39
03/08/2013,4,11,25,34,35,44
03/05/2013,6,20,39,41,46,42
03/01/2013,17,30,38,43,51,20
02/26/2013,6,7,13,15,43,7
02/22/2013,9,13,24,38,49,30
02/19/2013,1,15,19,30,56,28
02/15/2013,11,35,41,42,44,42
02/12/2013,9,22,32,38,55,44
02/08/2013,6,15,20,39,50,5
02/05/2013,2,5,10,26,44,46
02/01/2013,1,30,32,40,41,17
01/29/2013,8,12,27,46,47,6
01/25/2013,11,12,17,31,48,1
01/22/2013,7,11,16,39,54,13
01/18/2013,8,18,25,42,49,14
01/15/2013,1,6,12,19,41,14
01/11/2013,24,29,30,34,56,1
01/08/2013,3,20,21,38,42,19
01/04/2013,1,2,23,25,55,39
01/01/2013,4,11,21,25,44,29
12/28/2012,10,13,32,40,41,32
12/25/2012,2,3,18,34,48,36
12/21/2012,3,18,32,41,56,19
12/18/2012,1,6,7,18,29,16
12/14/2012,11,28,33,41,43,41
12/11/2012,39,44,51,52,54,13
12/07/2012,7,43,44,51,56,4
12/04/2012,3,19,24,32,43,44
11/30/2012,11,22,24,28,31,46
11/27/2012,5,12,26,42,49,24
11/23/2012,8,37,44,47,48,27
11/20/2012,9,13,22,38,52,44
11/16/2012,5,24,26,29,53,36
11/13/2012,6,12,31,46,56,34
11/09/2012,18,22,33,35,40,11
11/06/2012,3,5,13,32,35,6
11/02/2012,4,18,22,38,44,24
10/30/2012,5,12,18,29,56,38
10/26/2012,4,15,24,36,40,44
10/23/2012,1,17,42,46,55,1
10/19/2012,14,34,36,48,53,42
10/16/2012,13,37,40,46,52,29
10/12/2012,6,10,24,26,42,15
10/09/2012,6,15,16,22,37,3
10/05/2012,8,9,16,32,39,15
10/02/2012,10,11,20,42,55,9
09/28/2012,6,8,14,43,56,28
09/25/2012,7,8,23,50,51,26
09/21/2012,3,13,14,46,55,34
09/18/2012,5,9,22,36,49,36
09/14/2012,16,17,21,40,51,20
09/11/2012,5,11,20,33,36,11
09/07/2012,15,32,38,42,46,31
09/04/2012,16,32,39,41,53,16
08/31/2012,31,40,41,47,48,45
08/28/2012,4,9,40,45,50,39
08/24/2012,25,34,45,46,49,34
08/21/2012,5,13,20,23,33,30
08/17/2012,8,20,24,35,56,24
08/14/2012,15,23,34,39,55,32
08/10/2012,10,18,36,38,44,8
08/07/2012,30,32,33,42,48,7
08/03/2012,2,10,13,38,46,2
07/31/2012,5,18,21,29,41,37
07/27/2012,2,3,4,8,43,26
07/24/2012,5,9,38,46,51,5
07/20/2012,2,44,48,50,52,3
07/17/2012,1,13,21,49,55,17
07/13/2012,6,7,13,24,46,34
07/10/2012,3,11,19,23,36,21
07/06/2012,20,23,28,35,39,21
07/03/2012,3,4,24,36,52,45
06/29/2012,28,34,39,45,53,34
06/26/2012,3,16,23,35,36,20
06/22/2012,10,16,19,32,36,13
06/19/2012,11,21,27,30,53,11
06/15/2012,8,12,18,30,40,4
06/12/2012,2,9,17,34,50,45
06/08/2012,4,9,34,40,48,25
06/05/2012,37,39,42,53,55,22
06/01/2012,2,27,38,46,52,45
05/29/2012,2,14,29,53,55,31
05/25/2012,9,15,21,40,54,11
05/22/2012,10,14,35,43,52,16
05/18/2012,3,11,22,34,49,1
05/15/2012,10,11,12,14,24,6
05/11/2012,3,15,29,35,54,8
05/08/2012,2,6,8,18,51,19
05/04/2012,4,11,21,42,53,38
05/01/2012,24,27,31,45,52,38
04/27/2012,2,5,45,46,47,37
04/24/2012,3,9,15,37,38,39
04/20/2012,14,23,26,33,35,40
04/17/2012,1,16,24,32,48,2
04/13/2012,9,14,17,36,42,33
04/10/2012,2,6,12,31,48,25
04/06/2012,2,19,20,24,33,39
04/03/2012,11,35,38,41,52,40
03/30/2012,2,4,23,38,46,23
03/27/2012,9,19,34,44,51,24
03/23/2012,6,17,19,20,21,20
03/20/2012,1,4,6,11,14,30
03/16/2012,28,29,43,51,53,7
03/13/2012,2,8,30,36,48,31
03/09/2012,9,10,27,36,42,11
03/06/2012,20,24,31,33,36,44
03/02/2012,16,29,48,52,54,5
02/28/2012,6,15,29,39,51,36
02/24/2012,1,16,18,25,27,3
02/21/2012,9,30,39,42,47,37
02/17/2012,16,25,28,32,40,3
02/14/2012,3,5,10,26,27,27
02/10/2012,3,4,18,29,50,20
02/07/2012,17,23,30,37,45,4
02/03/2012,7,19,21,49,53,35
01/31/2012,9,17,18,28,43,9
01/27/2012,3,5,30,36,48,23
01/24/2012,10,22,24,36,49,33
01/20/2012,1,9,28,38,47,8
01/17/2012,3,15,31,36,53,27
01/13/2012,10,27,28,37,51,19
01/10/2012,4,10,16,38,48,34
01/06/2012,9,17,28,34,48,46
01/03/2012,2,3,15,22,36,23
12/30/2011,4,24,45,46,52,1
12/27/2011,23,32,33,39,43,8
12/23/2011,3,5,8,18,29,14
12/20/2011,20,24,27,45,51,31
12/16/2011,2,4,26,36,39,27
12/13/2011,5,6,22,26,41,6
12/09/2011,4,12,29,49,51,44
12/06/2011,7,21,29,35,49,39
12/02/2011,24,30,48,51,56,45
11/29/2011,17,29,43,48,52,36
11/25/2011,22,28,42,49,54,43
11/22/2011,4,16,23,33,48,38
11/18/2011,4,13,33,39,55,3
11/15/2011,3,6,24,30,33,21
11/11/2011,2,16,22,29,50,27
11/08/2011,5,31,45,47,54,4
11/04/2011,26,30,32,33,44,1
11/01/2011,27,31,39,40,46,36
10/28/2011,13,31,49,52,56,41
10/25/2011,13,33,40,44,46,8
10/21/2011,6,21,35,37,38,17
10/18/2011,24,25,45,47,53,42
10/14/2011,13,35,42,45,54,26
10/11/2011,25,34,38,44,56,27
10/07/2011,5,15,19,23,38,19
10/04/2011,3,26,40,45,52,11
09/30/2011,3,19,21,44,45,29
09/27/2011,2,20,28,36,45,37
09/23/2011,27,31,32,40,52,36
09/20/2011,6,29,38,50,51,39
09/16/2011,6,23,41,45,56,24
09/13/2011,22,31,43,48,56,45
09/09/2011,7,12,19,23,31,45
09/06/2011,1,36,38,42,49,19
09/02/2011,25,44,48,49,55,20
08/30/2011,2,22,25,28,50,18
08/26/2011,2,3,27,30,47,36
08/23/2011,11,21,44,48,49,23
08/19/2011,5,15,53,54,56,22
08/16/2011,4,38,41,42,43,44
08/12/2011,9,43,51,54,55,13
08/09/2011,11,19,39,45,54,15
08/05/2011,6,24,28,33,42,19
08/02/2011,14,17,19,20,32,28
07/29/2011,8,10,22,47,48,35
07/26/2011,20,25,35,52,55,10
07/22/2011,23,31,32,39,56,38
07/19/2011,2,9,10,16,35,40
07/15/2011,16,29,30,46,56,6
07/12/2011,3,9,11,44,49,9
07/08/2011,1,2,22,37,50,45
07/05/2011,1,10,13,18,46,19
07/01/2011,12,17,30,35,47,26
06/28/2011,12,17,27,47,48,33
06/24/2011,10,14,40,49,51,4
06/21/2011,11,24,25,31,46,17
06/17/2011,12,29,46,47,51,24
06/14/2011,9,10,20,51,53,24
06/10/2011,18,21,27,37,38,7
06/07/2011,29,32,35,47,52,13
06/03/2011,20,23,41,49,53,31
05/31/2011,28,30,31,37,55,13
05/27/2011,5,7,14,28,56,10
05/24/2011,9,12,21,42,43,42
05/20/2011,10,17,19,45,48,30
05/17/2011,1,2,17,25,48,45
05/13/2011,3,33,39,47,53,9
05/10/2011,11,16,34,40,51,34
05/06/2011,6,18,26,37,41,9
05/03/2011,1,16,29,36,50,16
04/29/2011,9,10,11,33,51,29
04/26/2011,19,29,32,38,55,15
04/22/2011,3,18,46,51,53,17
04/19/2011,20,24,32,45,51,43
04/15/2011,22,23,33,39,48,29
04/12/2011,10,23,39,41,45,15
04/08/2011,6,40,45,50,56,11
04/05/2011,1,19,20,31,36,9
04/01/2011,13,14,35,36,53,19
03/29/2011,6,15,23,34,38,43
03/25/2011,22,24,31,52,54,4
03/22/2011,1,14,35,50,53,43
03/18/2011,14,33,34,54,56,37
03/15/2011,10,11,12,28,43,45
03/11/2011,14,19,21,42,45,6
03/08/2011,3,17,19,41,55,24
03/04/2011,8,10,15,23,41,7
03/01/2011,1,12,19,20,47,25
02/25/2011,4,5,17,19,50,7
02/22/2011,15,22,23,48,55,31
02/18/2011,5,6,7,30,45,42
02/15/2011,17,18,24,35,39,18
02/11/2011,8,9,17,32,34,13
02/08/2011,25,35,36,47,48,18
02/04/2011,6,20,29,48,55,6
02/01/2011,16,22,23,26,35,31
01/28/2011,14,33,48,49,50,18
01/25/2011,5,8,31,46,50,4
01/21/2011,5,9,21,35,38,20
01/18/2011,4,27,29,38,45,5
01/14/2011,2,15,17,33,35,8
01/11/2011,1,4,11,16,45,37
01/07/2011,4,22,42,46,53,20
01/04/2011,4,8,15,25,47,42
12/31/2010,10,12,13,35,56,9
12/28/2010,6,18,36,40,49,7
12/24/2010,15,16,27,40,52,16
12/21/2010,8,11,12,31,32,29
12/17/2010,11,20,26,46,53,12
12/14/2010,18,22,25,31,38,29
12/10/2010,23,27,33,44,46,36
12/07/2010,4,38,45,53,54,9
12/03/2010,6,11,12,18,56,12
11/30/2010,11,16,19,47,53,2
11/26/2010,5,9,34,43,47,8
11/23/2010,2,6,12,34,35,33
11/19/2010,7,14,31,51,54,35
11/16/2010,1,26,27,39,46,21
11/12/2010,9,26,28,35,38,10
11/09/2010,8,26,28,33,53,11
11/05/2010,19,25,34,46,53,15
11/02/2010,1,3,12,16,54,46
10/29/2010,4,19,26,28,39,14
10/26/2010,15,21,30,31,32,26
10/22/2010,2,7,18,32,53,18
10/19/2010,2,9,14,37,42,41
10/15/2010,9,10,13,31,50,10
10/12/2010,10,31,36,37,43,15
10/08/2010,24,29,37,48,50,19
10/05/2010,10,19,24,37,44,27
10/01/2010,3,8,21,28,52,43
09/28/2010,2,10,13,36,38,18
09/24/2010,2,28,38,42,55,25
09/21/2010,3,20,43,47,52,26
09/17/2010,3,4,14,18,27,13
09/14/2010,6,14,50,55,56,1
09/10/2010,11,12,17,21,23,20
09/07/2010,8,18,22,24,38,23
09/03/2010,10,13,20,28,36,9
08/31/2010,10,20,29,47,48,38
08/27/2010,4,10,26,32,41,31
08/24/2010,4,23,24,28,32,31
08/20/2010,4,13,20,29,48,36
08/17/2010,11,19,40,43,44,33
08/13/2010,6,17,24,43,55,36
08/10/2010,2,14,26,50,56,12
08/06/2010,7,13,30,33,54,30
08/03/2010,4,13,20,22,56,32
07/30/2010,11,30,40,48,52,42
07/27/2010,2,7,10,16,29,8
07/23/2010,16,19,39,44,49,26
07/20/2010,12,18,28,36,43,19
07/16/2010,2,15,18,20,39,34
07/13/2010,7,11,14,15,34,14
07/09/2010,1,31,33,34,50,41
07/06/2010,8,18,45,47,50,36
07/02/2010,1,10,12,32,36,25
06/29/2010,3,4,15,27,37,35
06/25/2010,1,2,13,19,27,21
06/22/2010,12,17,21,23,30,24
06/18/2010,11,36,37,41,55,7
06/15/2010,4,12,13,21,27,46
06/11/2010,6,13,33,34,42,25
06/08/2010,12,18,28,48,54,6
06/04/2010,12,13,15,17,50,23
06/01/2010,12,27,44,45,51,30
05/28/2010,3,11,20,29,39,26
05/25/2010,5,14,17,19,24,25
05/21/2010,15,20,23,26,30,17
05/18/2010,11,13,19,37,40,26
05/14/2010,20,21,40,47,56,12
05/11/2010,26,33,43,46,54,9
05/07/2010,2,7,20,34,50,40
05/04/2010,9,21,31,36,43,8
04/30/2010,14,20,41,47,53,40
04/27/2010,23,37,41,50,55,6
04/23/2010,19,26,28,37,52,18
04/20/2010,5,8,10,34,42,25
04/16/2010,10,16,31,48,50,44
04/13/2010,3,12,27,39,47,32
04/09/2010,15,18,39,48,53,3
04/06/2010,16,43,44,52,56,26
04/02/2010,2,17,22,30,31,19
03/30/2010,1,11,24,38,44,41
03/26/2010,23,41,46,47,52,22
03/23/2010,3,25,28,29,40,13
03/19/2010,10,31,45,50,54,25
03/16/2010,3,22,48,52,56,13
03/12/2010,2,15,25,48,53,41
03/09/2010,14,16,18,19,29,16
03/05/2010,11,31,34,44,52,32
03/02/2010,9,12,47,48,56,25
02/26/2010,4,14,29,54,56,40
02/23/2010,4,16,36,40,53,18
02/19/2010,1,22,39,42,46,36
02/16/2010,11,12,21,29,45,5
02/12/2010,14,16,17,33,47,23
02/09/2010,2,17,20,26,48,12
02/05/2010,10,20,45,51,53,41
02/02/2010,6,7,26,27,49,9
01/29/2010,1,10,22,23,38,19
01/26/2010,7,8,38,39,48,22
01/22/2010,8,13,27,28,52,9
01/19/2010,4,5,34,38,41,18
01/15/2010,4,7,19,21,38,29
01/12/2010,5,9,31,37,56,16
01/08/2010,18,20,31,36,43,33
01/05/2010,13,28,39,50,55,10
01/01/2010,6,8,27,40,41,21
12/29/2009,2,5,29,35,51,3
12/22/2009,3,33,35,39,45,13
12/18/2009,10,20,30,44,49,24
12/15/2009,27,31,32,36,47,35
12/11/2009,2,21,27,34,44,45
12/08/2009,20,23,28,30,46,29
12/04/2009,4,33,41,51,56,38
12/01/2009,17,30,39,52,53,21
11/27/2009,12,25,37,39,45,11
11/24/2009,10,11,35,37,50,12
11/20/2009,3,4,7,16,56,39
11/17/2009,8,22,27,49,50,28
11/13/2009,27,43,45,49,54,44
11/10/2009,8,21,29,34,37,15
11/06/2009,7,11,27,40,46,8
11/03/2009,5,18,23,31,38,20
10/30/2009,4,15,17,29,38,20
10/27/2009,7,13,37,46,51,2
10/23/2009,27,45,48,54,56,2
10/20/2009,13,17,25,45,55,8
10/16/2009,10,13,18,33,51,43
10/13/2009,17,31,34,45,51,24
10/09/2009,3,14,21,24,51,14
10/06/2009,9,33,51,53,56,39
10/02/2009,15,24,51,53,55,11
09/29/2009,2,21,25,45,50,21
09/25/2009,7,27,42,49,52,19
09/22/2009,26,29,33,39,46,24
09/18/2009,18,27,31,36,52,33
09/15/2009,29,30,32,35,41,39
09/11/2009,16,27,48,49,54,2
09/08/2009,4,10,18,28,50,35
09/04/2009,2,4,6,21,44,37
09/01/2009,2,9,28,51,53,19
08/28/2009,1,17,31,37,54,31
08/25/2009,3,12,19,22,40,2
08/21/2009,9,38,44,48,49,13
08/18/2009,4,5,26,37,56,25
08/14/2009,8,22,25,33,35,46
08/11/2009,6,12,15,32,42,40
08/07/2009,7,18,35,45,56,3
08/04/2009,1,28,34,42,50,27
07/31/2009,17,35,44,52,56,22
07/28/2009,4,17,24,25,48,34
07/24/2009,3,6,43,51,52,36
07/21/2009,3,8,21,50,52,2
07/17/2009,8,17,40,47,50,13
07/14/2009,20,29,35,45,53,41
07/10/2009,5,10,26,27,28,4
07/07/2009,25,27,35,38,39,28
07/03/2009,5,6,7,11,25,31
06/30/2009,7,34,49,54,55,34
06/26/2009,11,15,17,29,46,16
06/23/2009,12,14,16,31,50,9
06/19/2009,4,9,12,16,46,44
06/16/2009,9,15,21,26,45,25
06/12/2009,6,11,20,32,44,38
06/09/2009,5,17,31,36,56,46
06/05/2009,5,20,38,41,52,20
06/02/2009,9,13,26,30,35,33
05/29/2009,23,30,36,39,48,34
05/26/2009,9,18,21,37,55,33
05/22/2009,3,29,34,42,49,29
05/19/2009,2,4,9,15,42,13
05/15/2009,7,12,24,36,48,27
05/12/2009,4,8,10,14,51,31
05/08/2009,12,27,29,32,34,34
05/05/2009,5,23,38,39,54,3
05/01/2009,9,16,24,40,43,35
04/28/2009,15,20,24,36,44,6
04/24/2009,9,20,21,48,49,7
04/21/2009,5,24,37,47,52,6
04/17/2009,5,13,26,35,45,32
04/14/2009,4,11,22,48,50,42
04/10/2009,18,25,36,42,51,22
04/07/2009,2,4,13,17,36,15
04/03/2009,16,22,38,39,48,42
03/31/2009,14,39,47,48,53,29
03/27/2009,10,15,24,38,50,19
03/24/2009,4,25,34,43,44,45
03/20/2009,15,16,20,39,40,26
03/17/2009,9,15,24,28,31,17
03/13/2009,10,12,26,46,50,23
03/10/2009,2,27,31,39,40,23
03/06/2009,11,18,37,46,55,45
03/03/2009,26,32,35,43,52,10
02/27/2009,24,37,44,50,56,35
02/24/2009,1,27,28,35,40,6
02/20/2009,21,28,41,45,55,24
02/17/2009,1,9,23,27,33,24
02/13/2009,25,36,37,40,51,20
02/10/2009,18,29,38,43,47,7
02/06/2009,2,12,18,28,31,3
02/03/2009,4,15,29,43,56,29
01/30/2009,13,16,19,53,55,2
01/27/2009,3,11,12,14,21,25
01/23/2009,2,17,20,27,28,7
01/20/2009,1,9,10,35,46,9
01/16/2009,2,4,21,39,51,29
01/13/2009,22,25,33,36,48,40
01/09/2009,23,25,30,45,50,8
01/06/2009,3,11,12,19,33,30
01/02/2009,2,11,19,21,34,38
12/30/2008,1,22,29,44,52,39
12/26/2008,6,19,29,33,37,31
12/23/2008,1,8,13,27,41,45
12/19/2008,3,13,16,39,54,32
12/16/2008,10,14,16,29,40,6
12/12/2008,10,16,19,27,48,25
12/09/2008,11,12,26,31,33,27
12/05/2008,21,27,46,52,55,14
12/02/2008,2,17,22,32,51,35
11/28/2008,10,30,44,46,48,44
11/25/2008,2,11,22,51,52,46
11/21/2008,1,22,52,53,56,45
11/18/2008,10,15,22,52,53,12
11/14/2008,3,18,19,30,34,3
11/11/2008,5,27,38,42,55,41
11/07/2008,14,24,32,43,44,21
11/04/2008,10,21,23,41,55,9
10/31/2008,2,7,17,29,47,40
10/28/2008,6,39,45,46,48,36
10/24/2008,5,33,34,47,52,18
10/21/2008,16,19,39,42,44,38
10/17/2008,7,15,27,28,31,35
10/14/2008,14,35,41,42,51,23
10/10/2008,14,15,43,46,48,21
10/07/2008,2,25,35,38,42,34
10/03/2008,13,28,32,41,52,16
09/30/2008,9,30,35,39,49,36
09/26/2008,6,13,14,31,36,36
09/23/2008,9,32,34,43,52,4
09/19/2008,2,9,41,48,51,37
09/16/2008,13,24,39,51,52,44
09/12/2008,1,12,14,25,35,38
09/09/2008,22,23,28,49,52,2
09/05/2008,1,6,15,27,46,39
09/02/2008,14,23,43,44,54,39
08/29/2008,21,25,26,50,51,22
08/26/2008,6,16,24,34,36,30
08/22/2008,12,13,15,41,42,37
08/19/2008,9,18,19,26,40,38
08/15/2008,8,23,29,30,53,7
08/12/2008,2,7,23,38,40,40
08/08/2008,11,17,28,32,50,33
08/05/2008,9,21,36,38,55,13
08/01/2008,9,13,17,18,56,2
07/29/2008,11,13,20,30,42,3
07/25/2008,2,16,19,35,52,17
07/22/2008,2,16,23,29,32,46
07/18/2008,17,29,36,53,55,26
07/15/2008,19,24,34,45,51,40
07/11/2008,5,14,16,39,51,34
07/08/2008,1,20,22,29,41,35
07/04/2008,1,3,12,19,20,28
07/01/2008,1,22,33,43,52,36
06/27/2008,8,14,22,39,50,44
06/24/2008,10,22,36,50,53,39
06/20/2008,11,17,25,36,42,13
06/17/2008,5,14,25,47,49,36
06/13/2008,8,9,14,38,44,36
06/10/2008,3,5,15,43,51,11
06/06/2008,8,9,43,44,54,27
06/03/2008,4,19,24,32,54,5
05/30/2008,39,40,47,53,55,32
05/27/2008,14,24,32,45,49,17
05/23/2008,4,8,11,22,30,4
05/20/2008,2,14,26,32,41,32
05/16/2008,6,11,39,46,47,26
05/13/2008,20,24,27,31,47,15
05/09/2008,16,31,43,46,56,22
05/06/2008,4,21,46,53,54,26
05/02/2008,8,28,37,53,55,26
04/29/2008,19,24,35,44,51,26
04/25/2008,19,32,37,45,52,41
04/22/2008,3,22,31,48,54,9
04/18/2008,24,28,36,50,53,29
04/15/2008,12,13,27,48,50,30
04/11/2008,14,18,27,31,42,7
04/08/2008,8,9,31,37,44,38
04/04/2008,3,5,40,45,49,17
04/01/2008,4,17,26,46,56,25
03/28/2008,7,26,27,40,43,10
03/25/2008,38,42,43,48,53,12
03/21/2008,5,8,17,19,41,21
03/18/2008,13,15,20,25,44,37
03/14/2008,3,12,18,25,52,21
03/11/2008,4,13,35,41,47,44
03/07/2008,19,32,33,41,48,12
03/04/2008,7,15,30,33,56,22
02/29/2008,5,17,22,26,55,38
02/26/2008,9,12,30,36,55,15
02/22/2008,7,12,13,19,22,10
02/19/2008,1,38,42,55,56,34
02/15/2008,7,11,26,30,53,14
02/12/2008,14,27,39,47,50,12
02/08/2008,21,30,43,46,50,18
02/05/2008,4,5,17,40,51,38
02/01/2008,3,14,30,44,56,5
01/29/2008,8,23,39,40,42,24
01/25/2008,5,12,22,38,56,22
01/22/2008,12,15,22,25,33,2
01/18/2008,12,22,33,43,44,15
01/15/2008,21,30,42,44,50,6
01/11/2008,22,36,42,45,55,42
01/08/2008,10,29,45,52,54,10
01/04/2008,24,31,39,40,56,32
01/01/2008,13,16,25,30,54,11
12/28/2007,2,19,22,28,54,25
12/21/2007,14,19,20,43,53,7
12/18/2007,3,23,46,48,49,2
12/14/2007,4,7,12,17,30,44
12/11/2007,6,25,27,30,45,46
12/07/2007,12,18,26,28,51,35
12/04/2007,16,27,30,45,53,43
11/30/2007,5,6,12,26,51,7
11/27/2007,9,10,26,29,39,10
11/23/2007,18,21,33,42,56,11
11/20/2007,14,20,23,42,43,6
11/16/2007,12,13,30,31,39,29
11/13/2007,15,26,36,39,40,45
11/09/2007,11,33,41,42,46,21
11/06/2007,3,17,43,46,47,2
11/02/2007,1,3,34,49,52,19
10/30/2007,2,8,44,46,51,22
10/26/2007,12,20,24,38,51,3
10/23/2007,2,7,45,52,53,18
10/19/2007,5,15,18,23,46,14
10/16/2007,1,2,5,41,44,25
10/12/2007,21,26,34,44,54,23
10/09/2007,1,10,17,32,51,44
10/05/2007,10,19,37,40,48,1
10/02/2007,28,37,40,43,44,20
09/28/2007,4,13,20,25,33,42
09/25/2007,2,19,23,47,54,16
09/21/2007,5,21,23,33,45,43
09/18/2007,20,24,31,34,49,8
09/14/2007,5,9,12,33,40,27
09/11/2007,9,10,17,21,35,6
09/07/2007,14,19,27,34,48,3
09/04/2007,3,6,11,42,46,38
08/31/2007,8,18,22,40,44,11
08/28/2007,37,40,48,53,56,44
08/24/2007,4,21,46,51,53,5
08/21/2007,8,38,54,55,56,2
08/17/2007,2,8,33,38,53,12
08/14/2007,5,8,9,24,34,17
08/10/2007,10,20,32,33,54,39
08/07/2007,36,41,50,55,56,9
08/03/2007,16,29,42,46,51,40
07/31/2007,5,18,37,39,43,42
07/27/2007,7,12,35,54,55,2
07/24/2007,8,17,20,23,50,17
07/20/2007,6,13,30,41,52,26
07/17/2007,16,30,38,46,51,5
07/13/2007,7,39,41,48,53,21
07/10/2007,19,24,30,34,56,19
07/06/2007,3,9,12,25,47,37
07/03/2007,21,35,37,39,40,35
06/29/2007,1,17,40,51,52,7
06/26/2007,4,10,20,29,45,21
06/22/2007,11,14,21,24,31,23
06/19/2007,5,16,31,49,54,19
06/15/2007,1,5,16,26,30,21
06/12/2007,3,13,19,31,50,21
06/08/2007,6,26,29,31,39,31
06/05/2007,27,35,38,49,56,15
06/01/2007,12,19,29,32,48,9
05/29/2007,2,24,44,51,54,7
05/25/2007,10,14,22,42,43,1
05/22/2007,2,7,11,22,36,35
05/18/2007,13,23,24,30,44,5
05/15/2007,6,13,42,46,56,42
05/11/2007,28,30,33,48,54,25
05/08/2007,16,24,41,43,54,36
05/04/2007,4,9,20,45,55,34
05/01/2007,11,16,31,52,53,42
04/27/2007,5,7,26,38,56,15
04/24/2007,8,10,35,36,43,14
04/20/2007,1,9,10,23,53,40
04/17/2007,1,4,11,31,47,37
04/13/2007,11,14,21,25,26,33
04/10/2007,7,15,16,19,28,10
04/06/2007,24,32,34,36,39,6
04/03/2007,16,26,33,34,46,38
03/30/2007,15,23,37,48,53,22
